,importance
project_quality_score,9.301857678748888
x_technical_interview_communication,6.44483924039393
x_project_quality_technical_interview,5.895337659091835
xlmr_pred2,5.8925139742739905
xlmr_pred,3.334152796160287
bert_pred,3.0595913884682533
application_year,2.800181737933848
bert_pred2,2.2299524382696267
matched_skill,2.1053878041363996
x_portfolio_github_repo_count,2.086451391215056
te_role_x_tier,2.0314333765267656
real_client_project_count,1.8166519818900055
graduation_year,1.811277047471383
teamwork_score,1.5390526584992865
x_project_quality_portfolio,1.5142118903061321
technical_interview_score,1.4283577966893648
meta_logit_ceiling,1.2579148904976913
x_project_quality_cv_quality,1.2276121463462477
problem_solving_score,1.1651700413464408
skill_mean,1.130943916143836
x_technical_interview_hr_interview,1.094379820942439
cv_quality_score,1.0765628569508139
x_cgpa_project_quality,1.0630192158558827
te_target_role,0.9175583363586812
failed_courses_count,0.914670628007381
presentation_score,0.9137769639522328
skill_top2_mean,0.8864555864628072
linkedin_profile_score,0.8415463795329569
internship_duration_months,0.7841711775952208
applications_sent,0.7648617400050479
x_attendance_rate_cgpa,0.7346648935062102
skill_max,0.7173926578151499
stars_total,0.7151725891493778
te_university_tier,0.6812205465144169
meta_ridge_tfidf,0.6656642024862179
portfolio_score,0.6242278921552711
cloud_score,0.6133251650695736
experience_total,0.5773694345040798
x_english_exam_communication,0.5287761693972144
university_tier,0.5155722393315934
open_source_contribution_count,0.5146076923121798
target_role,0.49627849328789786
emb_svd_34,0.4961964498841824
matched_minus_mean,0.49565113073148115
github_avg_stars,0.49146936400948765
skill_min,0.47133846696930454
cgpa,0.4612856307826651
oss_per_repo,0.4600970383173649
hr_interview_score,0.44839063888603137
matched_skill_rank,0.42709200422222826
intern_months_per,0.4125081233900992
x_project_quality_linkedin_profile,0.4111436100879738
leadership_score,0.4088920167272705
certification_count,0.39632812282447205
bootcamp_count,0.39123479378942394
knn25_mean,0.3889948739845663
github_repo_count,0.3855636261773812
coding_score,0.34716381055542794
emb_svd_33,0.3349395953047716
txt_mentions_role,0.32159774455864765
english_exam_score,0.31422601918620346
backend_score,0.2987435722066071
devops_score,0.2962582090378981
award_rate,0.2944823520504818
emb_svd_13,0.2938081595855555
communication_score,0.26843637820500615
emb_svd_4,0.26722258141489946
preferred_social_media_platform,0.2623523893148393
txt_first_contrast_pos,0.26034538322922324
emb_svd_18,0.2594348424626503
emb_svd_20,0.2558870530923149
emb_svd_24,0.24386540294557899
knn5_mean,0.24225587429224799
emb_svd_12,0.24051016543011278
emb_svd_26,0.222780897644687
emb_svd_29,0.22265673377419093
emb_svd_32,0.22253260346603385
frontend_score,0.21590078615571556
emb_svd_17,0.21419222739791727
emb_svd_48,0.21224754982194577
emb_svd_5,0.21047425844147077
knn25_std,0.21004786821604862
emb_svd_58,0.2090218926724145
emb_svd_27,0.20691517146074437
sql_score,0.20501884153263097
emb_svd_7,0.20496585888184654
skill_specialization_gap,0.20383490226036596
emb_svd_30,0.20378903761338757
department,0.20354371707199287
hackathon_count,0.20021596148471632
emb_svd_57,0.19854463683614734
emb_svd_19,0.19601759214322997
emb_svd_6,0.19118630327730765
emb_svd_21,0.18950987515602222
emb_svd_42,0.18849363565182398
hobby,0.18727971151788642
emb_svd_14,0.1846944142421004
machine_learning_score,0.18458204515876023
knn5_std,0.18433206018676956
emb_svd_16,0.18417556394960194
interviews_attended,0.18178935734630733
emb_svd_0,0.17690560139482175
skill_std,0.1762288778212324
emb_svd_28,0.17618445470035532
emb_svd_39,0.1741623730327831
emb_svd_61,0.17281843568429495
attendance_rate,0.17172663473192135
emb_svd_36,0.17029049277510425
emb_svd_11,0.16879981718981935
te_hobby,0.16482627035087768
emb_svd_3,0.16346096410816172
emb_svd_25,0.16304291364647933
emb_svd_8,0.1622854244230097
emb_svd_37,0.16047924195703805
emb_svd_35,0.15999038274904898
txt_has_mükemmel,0.1597355390423874
emb_svd_53,0.158656125703789
emb_svd_9,0.15617956514730605
emb_svd_63,0.15243322421716665
txt_char_count,0.1501807573628072
emb_svd_23,0.1472058643473967
na_count,0.14664977221625647
emb_svd_43,0.1442337412435641
emb_svd_44,0.14379315605714396
emb_svd_31,0.1422320583550028
emb_svd_52,0.14222120475542127
emb_svd_2,0.1419405296605598
emb_svd_40,0.1411783038439263
emb_svd_10,0.1393481919765085
emb_svd_1,0.13921745548010783
emb_svd_49,0.13399101555402174
emb_svd_55,0.13294665782812215
emb_svd_15,0.131825429002731
data_structures_score,0.1317191090408147
emb_svd_46,0.13119868062500947
emb_svd_60,0.12955551093666529
emb_svd_59,0.12740348707184415
emb_svd_56,0.12736172633883172
txt_has_sınırlı,0.12656042943449894
emb_svd_50,0.1261069869592114
emb_svd_41,0.12320971207880074
emb_svd_47,0.12140510216306458
emb_svd_22,0.12015861506637977
hackathon_awards,0.11977005076448666
emb_svd_54,0.11862535627337634
emb_svd_45,0.11088955770839101
emb_svd_62,0.11014071668273828
emb_svd_51,0.10889151641857531
txt_word_count,0.10818068077057563
emb_svd_38,0.09608737427856096
na_portfolio_score,0.09253183453102445
txt_has_eksik,0.08816784054427272
na_hr_interview_score,0.07582244318209465
interview_conversion,0.07526064121294287
txt_pos_minus_neg,0.06965991200602319
